"","xi","ni","hospital_ID","pi","pm","spi","z_i","z_bar","z_diff","sum_z_diff_squared","N","sigma_z_squared","sigma_z","sz","sigma_piz","ul99","ll99"
"1",3289,38125,42,0.0862688524590164,0.0559337586196076,0.00117688305494534,25.7757928554913,-0.947334268529098,26.7231271240204,9322.53824932682,140,65.589558923763,8.09873810687585,8.18954336326233,0.00953126764442227,0.0845275615528744,0.0273399556863408
"2",3382,36364,68,0.0930040699593004,0.0559337586196076,0.00120504263142246,30.762655505336,-0.947334268529098,31.7099897738651,9322.53824932682,140,65.589558923763,8.09873810687585,8.18954336326233,0.00975932467951103,0.0852117326581407,0.0266557845810745
